Electrode,x,y,z,Magnitude,Row_Mean
T7,1.4037289666830124,1.4089356105688422,-1.5657814164488804,2.1158086779381464,0.9006929786809155
TP9,-1.2138598590301228,-0.4076379553373743,-1.4150063324118312,0.32472753181335545,-1.9045893377027028
F3,-0.6455907991674742,-1.7612255453391819,1.288569428216545,1.2422764083074576,-0.8107261310673194
C3,1.1050295827126557,-0.9958644671960714,-1.6401301629758507,1.0063021908833771,-0.9310240793925492
Fp1,-1.2567735923297407,-1.0650370590970095,-0.005811985115741185,-0.17401674891292104,-1.521691786218443
F7,-0.34499915552958266,-1.72632384868751,-0.7612907697225074,0.3976727023961311,-1.8245040884711596
TP9,0.25622450836196475,0.09609835663951383,0.6793134255591249,-2.206360983098718,0.6373025353448128
F3,-0.9757413139051827,-1.0419526836833146,1.656419781713036,0.9750080581299226,-0.32639485457708717
F3,-1.411639878604764,0.6968674403081098,0.24602861074580626,-0.02841709293650914,-0.3026478005622661
TP9,0.8625343474807512,-1.0762157389283904,0.018067828055987174,-0.8081537181143745,-0.14506426283547305
F7,-0.6232363641822056,-0.060102739351704834,-0.5561459399636512,-2.067488397506674,-0.7766636699615396
Fp1,-0.07254173244120345,-1.5058682312339973,-0.12262531767559334,-0.531971375892143,-1.1186943973302867
F7,-1.2292662430440473,1.1110925452589122,-0.08549814066025746,0.21553979484072686,-0.10933399390098257
FT9,0.375218198511902,1.4897689896717186,-0.7712785129067619,0.3927704802120089,0.7667461689012733
F3,-0.49481091577852604,1.0170227764565158,-1.6796158339614546,0.7820173766117444,-0.6544699544271916
F7,0.9355028720026076,1.1290749036388439,-0.9174534778569267,0.3105746635944693,0.8019741402160937
FT9,1.4674002296356876,-1.3640063115379373,0.8794393827773189,1.120916830616535,0.5724506415495492
FC1,-1.5463380317890034,0.5517460438478605,0.0747597434030631,0.05618700566609492,-0.588762754553981
F3,0.5461192005099131,-0.20916371313331864,-0.36012541393060893,-2.4141362634618524,-0.0019881107291495103
Fp1,1.6559983268795957,-0.4627492072612531,-0.917382509405708,0.5665977110546847,0.2125324023762108
Fz,-1.482944416872575,-0.26808548517368075,-1.6446619681860184,1.0882875748304395,-2.1239302632293473
C3,-0.9499758144336791,-0.6396461703410778,-0.9663643559270649,-0.6244105129103688,-1.6183663532429131
T7,0.921776456155082,-1.2076791833846294,-1.399603067356636,0.677076359751003,-1.045395209108658
Fz,-1.0491697629666739,1.208166745170168,-0.7837031319903689,0.44845419821116733,-0.34794794493597886
F3,-0.24283881846086744,-0.9115255915225234,0.7961769014957502,-1.2305132289469285,-0.28294895328367387
F3,0.4906396234996014,-1.3787929959142629,0.2560739484448431,-0.5763867421830485,-0.443029020891581
F3,-1.0070674660087342,-1.2383444977769047,1.4998808443825833,1.0064905823972448,-0.5708385520199091
Fp1,-0.1981656546213943,1.3274782377249406,-0.4655609259062382,-0.2772623937522049,0.4722175326503121
C3,-0.8298939954357231,-0.2425755034788457,-0.839804684017791,-1.2674082898680579,-1.2015471740137598
Fp1,1.6181715572070288,-0.19188572148302235,1.499196318631211,1.1857529765855577,1.819066865650657
Fz,0.5385354253934477,1.4192727172815158,-0.2075195467045257,0.026927198014388233,1.1641725190245649
Fp1,1.3668859941905767,-0.4590571290869717,-0.2750691285547719,-0.5193650267976111,0.4139132501823192
T7,0.21138941392228322,1.1303795911378827,1.172504293395491,0.10225808165865032,1.5901153784672108
TP9,1.546793076731569,-0.1689966448777682,-0.5242949779949049,-0.07926794569037333,0.5727621963372447
F7,1.153593077949878,-1.0313615769525557,1.3200685983923128,0.6903062838822693,0.8547815338259431
Fp1,-1.1973108999126671,-0.3674262404815015,-0.8654680940666676,-0.5027109711793005,-1.537177114041061
C3,0.18605805808187229,-0.30694731085676014,-1.6437965573754791,-0.297798669874387,-1.070504720683769
FC5,1.2549831256016881,-0.404071431948408,-0.8317125226956212,-0.3739789124730797,0.0437082605379095
Fz,-0.3384232835474327,-1.5364182538710147,-0.22778930146781173,-0.35148705925732326,-1.3739452421703169
FC1,0.10768222370117358,1.2188935515586372,1.2375968395212138,0.33515914628943644,1.6208570725084175
TP9,0.884952749584422,-0.9601674225474571,0.23397882559915956,-0.9253522062923425,0.07602689600514212
FT9,0.11748725992118703,0.9736950887713935,1.0815571187575115,-0.3391781037215125,1.370944687972884
T7,-1.3485737920308272,-1.5280743457963033,-0.13620113460478672,0.7650213572319507,-1.9662585698161208
F7,-0.895960788632331,0.7655783616194332,0.5565029182692036,-0.6860332532179868,0.26265343405630687
C3,0.6437228561090919,0.926586045697365,0.4701808404313243,-0.7884085206419508,1.3126176044873987
FT9,-0.14205697205019033,-0.1823392517752387,0.019591582928267934,-3.5822102606759954,-0.20090644059090718
FC5,-1.3061746912555408,1.4052979813030295,0.21573175200250122,0.8989612418265255,0.21689784805077106
F7,-1.4389381459824588,0.6408434087649503,0.4047351260722604,0.02933960630784721,-0.26210386744977326
F3,-1.659803969936119,-0.4033938336207599,-0.9839859318119359,0.5782479384875335,-1.9311082610699026
T7,0.9309811199803781,-0.4022154140291603,0.9789577798859874,-0.7245517086718128,0.9230592525507233
F3,0.48265422380453693,-0.9766561014000604,1.641295739953127,0.4517743119146482,0.6503543572261969
T7,0.012936880488713701,-0.2964764157159483,0.3745847886307386,-2.9670110899869013,0.03682487304984851
FC1,1.242770961679863,1.5571187415470125,-1.57825095590069,2.162969618888132,0.8874001999553314
C3,1.4232176697057584,1.520802148043108,-0.8242546768750479,1.5882807084607289,1.4328130605269058
C3,0.1931146351559113,0.9158077639908815,1.4539576033165698,0.19180363877900558,1.6051221343532613
FT9,0.2653949189424886,-1.2256203246419601,0.8734285837006441,-0.5214963982002961,-0.11627886219132838
F7,-0.03617849010620587,0.3691483238624338,-1.125313983695668,-1.2415466903382486,-0.45457684422159983
F7,-0.48405967479101997,-0.3828906592631674,1.7435321623493059,0.1683300909842288,0.4805542440785178
F3,0.1320042073983722,-0.1420373341673959,1.118033444918102,-1.4090490371393514,0.6626753769826698
C3,-0.2402786817009646,1.3052311491757018,-0.2527991339697926,-0.41380877597140925,0.558042298529397
FC1,0.9745640131825957,-1.0420309015256854,0.07360010705054369,-0.6789722796849674,-0.016647235437388868
FC5,-1.1922143998751336,1.4716046270646936,0.23398358294584629,0.8643694707154655,0.3454631631259429
FC1,-1.1662725195306662,-0.3477963838226636,0.8901910011075036,-0.4884169586858357,-0.4496252640362888
C3,1.648532560432507,0.09133766783720415,-0.3513238412763307,0.09384782094422563,0.914967127100876
F3,0.34244729194803186,-0.5635090790468605,1.5898916158443144,-0.12594901935936634,0.8027185609050369
F7,-0.5321874366571635,1.4450430018112534,0.7418331874660054,0.38828766675503323,1.059451495545559
F7,0.4824737502658215,0.014004565293585479,1.3752085270914909,-0.6342144568243491,1.1470773823819578
TP9,-0.8853525682694464,-0.5754240524247469,1.0386403233556383,-0.6138537744230742,-0.3297895499254262
T7,-0.8019642308880882,0.8567311754626019,-0.9167074918811997,-0.3359641022692991,-0.5010134602363163
F3,1.0246990514349976,-0.08944764564865561,1.7894938721447418,0.7523319320729495,1.6777682187585434
F7,0.9377450254575461,0.04485358096909812,0.8138543810111851,-1.0130058797347852,1.124604983201979
FC1,-1.5189737675851003,1.06934956814163,0.6081072014903582,0.8626637970826865,0.09235256917955988
FC1,1.0659000506051055,-1.6627164310230407,-1.6181704938744954,1.8331155637238992,-1.3851446669066192
FC1,0.21253951833525392,-1.0005832476713683,-1.0047671594864018,-0.8293909113902928,-1.1293518820613715
FC1,0.317416822886916,0.11454847490211244,-1.5288984893693442,-0.4809740956664095,-0.6372113789255277
FT9,1.3975402268015362,0.6177514095935785,-1.4565168730518085,0.9976345995435061,0.43788543407405034
F7,0.8819595810045385,-1.312723248263631,-0.38827133224207944,-0.23759513227168616,-0.5333327409900825
FT9,0.24344102398317946,1.440796173123474,-0.11975553840230699,-0.10963925624094621,1.0404343649511079
FC1,-1.2614134473710794,0.056206227323221884,-0.9507415340503227,-0.3053878046584322,-1.349019425857718
FC5,1.6236548861358586,0.39692550973886864,0.5741448192618146,0.3371969662664477,1.6572999123183036
FC1,-1.3015615714943916,-0.8636696121836893,0.8660817989569033,0.13705527153437191,-0.8934871037871827
FC1,-1.5450697762038073,1.1537894051563757,-0.4063549757294537,0.911596130976033,-0.47784660723091904
Fz,-1.0285904859267576,-0.19545109504726396,0.5340518837583159,-1.2240949101251697,-0.4735642134679531
FT9,-0.2871674426847821,1.461807925026866,-0.400606307712058,0.03446583130674648,0.5427492040127865
FC5,-0.18105246957452403,-1.3353650976127764,-1.1755501607201133,0.005465884869030681,-1.708212237051819
Fz,-1.551604506733716,0.4104262801949958,-0.44165364293960513,0.045958844967708065,-0.9960069667108594
C3,-1.0319088021093734,-0.4998325621881353,-0.9596471253001846,-0.6118470155778674,-1.5746095829893296
FC1,1.1528676654479282,-0.8408048322224021,0.3957317703828857,-0.5323771947799857,0.425449377724552
F7,1.6929747044927834,-0.7566663291769409,0.9154954617901324,0.8683505639616139,1.1424673191457966
T7,1.014328725034061,0.16324552057099212,1.6173187248331147,0.4685240449973072,1.7351513614502274
F3,-1.6859790989619254,1.5355771952708024,0.5139345688823795,1.8390916559077781,0.2368939295946315
TP9,0.40420976505398243,1.1427454511829687,-1.4714220297387082,0.5926409553707815,0.13494096410070902
FT9,-0.6986632523743199,1.2223520556389247,1.780735161014592,1.4526569036917014,1.4282324337769443
F7,0.787914725875831,-0.612502636205734,-0.571937587292311,-1.3843940941756985,-0.24028744489411177
Fz,0.6523780336164227,-1.7504338364972372,-0.6134451151721786,0.5498659478754414,-1.107088320262301
TP9,0.23951818516955095,-1.1365678452840864,1.5801868193786344,0.4299073721499239,0.3505170227696029
T7,-1.6690106234524702,1.5552339486863775,-0.4562985582609732,1.8040485701505158,-0.3218494663258533
FT9,-0.3482429647899079,1.4979299761608365,-0.17365845831389462,0.07281146778165062,0.663528843380763
FC5,1.1725928925459823,0.10905127238005512,1.0283448854742123,-0.2640562306551335,1.4477656899128786
F3,0.7466423213364666,1.0581396431700703,-1.3709672978382406,0.556185885026773,0.3605070602972023
