Electrode,x,y,z,Magnitude,Row_Mean
FT9,-1.1762105783355299,0.3351949205762555,-1.1036618678357786,0.511070926919759,-1.0845435081780714
Fp1,-0.5923399458371715,0.23552281704562436,-0.7719864564808598,-0.8784162342315951,-0.6318375901232833
FC5,-0.8301034232289474,-1.2961528848656545,1.2033086084496007,0.5817778429718935,-0.47024556517135385
F7,-0.9956444097068611,0.22166106152485368,0.1355641315065773,-1.0674496079259144,-0.3514297203834669
T7,-0.163000365079484,-0.6389524994007895,0.09510769739009892,-1.9263412414511956,-0.3761307616992409
TP9,-0.727565958098786,-0.9355398300817506,-0.05347540416022415,-0.6822980414988526,-0.9265810877585041
FT9,-0.7357395318221637,1.0096614482768376,1.1760613735185688,-0.14150002771863787,0.7936871526997817
Fp1,-1.0612093261521465,-1.3271497846033797,-0.5991811372040823,0.7208168495819032,-1.6237203037072214
FC5,-1.2374636076438497,1.40659317061701,-1.400570858630538,1.795574043798168,-0.7141638097229227
T7,-0.25320454986826946,-1.5611334371098817,-1.4217360595926052,1.411621348089895,-1.7667284209092315
FC1,0.8860540996513633,0.05549186080074642,-1.0766383547223248,-0.42603862496673833,-0.08857277003062208
Fz,1.7427842297009974,1.6012341293899497,-0.4087889953345762,1.1698113047989223,1.577992599514683
F3,-0.7163876989421043,-0.9733781173105406,1.5517520712925912,0.5227284092292054,-0.040803027004043056
Fz,0.6709102792523693,-1.581388321734899,1.833509845578542,1.4447480611231058,0.5534290536050288
FC5,1.2120495952935395,0.5621960207408178,-0.01699319017638756,-1.1537951137818112,0.9537327072404733
FT9,0.2882747978320519,-0.06685886975688048,-0.6154732098008208,-1.7700008147771495,-0.22267232685304295
F7,-0.7905890399362916,0.005556095626845358,-0.41222035098899235,-1.1179137501709313,-0.661199852680767
Fp1,1.0480428494311478,0.4291744758137937,0.8374198362454207,-1.2072182447555215,1.2720084868409065
Fz,-0.1626758848678111,-1.4579227510670436,-1.2198750908315605,0.919754503701447,-1.5490397449540425
TP9,-0.2966091630270224,0.9948703556028312,0.38374258055111293,-1.4214176136305814,0.5822437875345009
F7,0.07207322858096453,0.5521617391700114,1.5923037567225915,-0.42896077296063073,1.2259821922985046
TP9,-1.2894635903022307,-1.291478908510537,0.4237754973923095,0.6617242665871982,-1.1563596601388026
F7,0.2486187066823016,1.4089516310209749,-0.9864479931162586,0.19147913286830734,0.33331236873456616
Fp1,1.7953251064885358,1.3858611395563631,-0.01917577446591158,0.7944535417547819,1.7105146221509526
T7,1.8306311399620685,0.48223814545060517,0.2817487180226595,0.0017275993191481303,1.4174878813868612
TP9,1.1016333343124076,1.769034301219605,1.566246087885572,1.3781568101859183,2.4231853236193155
FC5,0.5621552971936569,-0.6033235951155084,1.3044161757255097,-0.7189733827830979,0.7179508754785193
FC5,0.004187107208246347,0.48799876417463445,-1.2032333624082117,-0.38539785886865835,-0.4123807252538118
Fp1,-1.006852267434961,1.2584030494863663,0.05772189076601195,-0.06546594980468595,0.15071184292472345
C3,0.7989968289425323,1.807622135753171,1.8615676191183839,1.6419736319911469,2.443481393186497
F7,-0.43546388067402414,0.22359435917921022,-1.2174898865747386,-0.20763585517695485,-0.8019733903694013
FC5,1.6387916869859322,-0.6973910549051656,1.271907224663398,0.5858944878247319,1.2394405532244244
FC5,0.43918039930566294,1.5933390637166154,1.6035549692356261,0.795644813151653,1.9876694452886592
Fp1,0.8702805770031253,-0.7770994966214464,-0.9965258258648478,-0.10983657531720756,-0.4955416587909924
C3,-1.3807221117112216,0.9007964515624293,-1.1280420355258678,1.149154700708793,-0.9091415816295578
FC1,0.6063126139633092,0.31566272321737665,1.408342340466735,-0.8030684851386343,1.2896229236931704
FT9,-0.977288490927977,-0.2295080893298355,-0.7545937370776982,-0.29016534160056545,-1.0805276977057943
F7,-1.1317554719327039,-0.3527136562482863,0.6490641299989033,-0.5065652758528874,-0.4439253933208668
TP9,1.344523085029102,-0.8761506690695436,1.1694016485365368,0.19052890576327894,0.9256156070043967
TP9,-0.5831542047951972,-1.2556880536207227,-1.0434709575609051,0.6200368397056657,-1.572838267125108
FT9,-0.37375483738561993,-0.5614338782485851,1.3644131809231272,-0.5202480609158591,0.261183230649147
FT9,-1.3938487458417048,-1.174196233367903,-0.47545974368831606,0.9076292560548045,-1.6551659944071238
FC1,1.8206970264464752,-0.46869836424472183,0.09034127179258004,0.07050852643633572,0.7985177479277296
F7,-0.38173704936238023,0.16818883304413226,1.159251225694938,-1.204967342650027,0.53022713666526
Fz,0.879969811333021,0.5464924148523553,1.2806214129020264,-0.6801633126565856,1.4908248717066725
F3,-1.4658802196199892,0.4100526199447182,-1.2755115030426845,1.233546231507654,-1.2997048451694215
T7,-0.2200356936026323,-0.10999550241067209,0.5803177290628164,-2.365576746561283,0.14619871655196578
FC1,0.46865611109476757,-0.5264597669242809,-0.6100091820161727,-1.3401518207718182,-0.36546626075532745
F7,-1.2892627197482989,-1.1483987291868984,-0.23398257669617425,0.5575035385394091,-1.4487813573079016
C3,0.14953733627191265,1.815133277996117,0.21122397898687326,-0.010950484902767666,1.1666136573196422
F7,1.1627046094938391,-0.4045373460175509,0.407965711616501,-1.2572829408563402,0.6502628805752068
FT9,-1.2048641972782848,1.533582538907594,-0.9153908930554673,1.2861303141605682,-0.356738223243578
Fp1,1.5462482804764697,-0.9279553225686402,-0.6632070890823997,0.4469991155757295,-0.018711038617870223
T7,-0.955435922862112,-0.3908774975641699,-0.40057734259378663,-0.6658227324283168,-0.9560213951938206
FC5,-0.2816491236278702,1.0159961596878706,0.7218028155302736,-1.16093972286891,0.791182517131593
FT9,1.1945576426031959,-1.3395457159350463,0.1953649036493647,0.03914185304433689,0.05078372007513908
C3,1.0737591502707178,0.2142245643748763,-0.26239674199571916,-1.4363137953792575,0.55517258751903
Fp1,0.9165287676397386,-0.9664796973634202,1.7396853369329563,0.6696382431999186,0.9627380496229838
T7,1.693649910229478,-1.5081110286022203,0.07394741992551172,1.0080190158438784,0.1663939862072838
FC5,0.28083279824825047,0.9093313742057375,1.8597126316738342,0.38711124113845574,1.6803774518572205
Fp1,-0.749674690275646,0.5427308304889431,1.6051519072230997,0.1567251661592156,0.7780037412548889
T7,1.6662163049406087,-1.0319363288539665,1.1965671167164904,0.8579869123857987,1.0341356698415605
FC5,-0.8601308722445075,-1.0172345932966573,-0.6976708638364878,0.1464837898428253,-1.403790628616947
F3,-0.9722403990418915,-0.8266244331135971,-1.2176990279399467,0.7946411068103683,-1.6552305341232172
