Electrode,x,y,z,Magnitude,Row_Mean
Fz,-0.09078770915914508,-0.796852968000464,1.4959897848908903,-0.3683380694846762,0.33330390434565255
Fp1,-0.2587821914261108,-0.9463025529557277,0.8671699217276648,-1.0776775402988201,-0.19974182907488172
Fz,0.834056448468503,-0.7327593869544852,-0.6470121483920611,-0.5935481415261121,-0.27876230332959884
FT9,-0.13998241727466254,0.6725055623359916,-0.9851655265622883,-0.6886290836866629,-0.25458608337993766
Fz,-0.29672578270303196,-1.6446645140643887,-1.0444325966941603,0.6935632107642588,-1.6779891428398794
FT9,0.20605998929600589,0.7337932711451953,-0.6097137835888982,-1.1732113158930646,0.19299831909073686
Fp1,-0.1534100295482612,-0.7876488747998057,1.2087371284904571,-0.85211719692472,0.1415278201727319
TP9,1.055983067203208,0.9859181088538425,-0.11416727411167531,-0.2986649039151256,1.111623064770667
C3,-0.05391270181219398,-1.6257869085585788,0.2548906039726975,-0.20962825141466515,-0.8004990574197688
TP9,1.275988155693453,0.42751403078299083,-0.15911739247655005,-0.4433792166557232,0.9035959390761448
TP9,1.3892901132212798,0.34629820182362214,0.9820674331433289,0.0606532917759309,1.560540062878257
T7,-1.116196223998105,1.5660694877623298,0.6506368905539766,0.6596275273775708,0.5811013668129608
FT9,-1.478770627796501,0.3575560416630058,1.1259290838190825,0.28715289255871757,-0.04500488858613302
F3,-0.89659276845156,-1.3377024000858495,1.7359087908135882,1.066482637292322,-0.3113931433980263
FC1,0.9307296221482665,-0.12254667362895305,-1.129085764386836,-0.10930871611544338,-0.14842645428600923
FT9,-1.3638930359355486,0.47273471233543557,-1.218381602976729,0.7008789490420088,-1.2184071409564035
T7,-0.7651127787610216,1.504464981566768,0.4944016356314756,0.10585308053100718,0.6666949869057824
TP9,-1.6127401736483062,0.6540801112762064,1.903559595896875,1.6110748292829884,0.47516399997286035
FC1,-1.5561804375325372,-1.6880498794670888,-0.24128755650063058,1.3232277968496031,-1.9979700560869098
FC1,-1.3724169084156368,-1.4042038019192489,-0.3574359011369976,0.705464504713757,-1.7952593885300059
C3,-0.7220653972928306,-0.832196183011231,-0.7912906470119946,-0.4982775065503488,-1.332831975826895
F7,-0.1509771888617887,1.695181407354382,0.18115628455058594,0.06549033111088755,0.9613579158803658
Fz,0.29900845921893765,-0.6132352996486892,-0.5297438968397589,-1.472334176814682,-0.4621438487370605
