Electrode,x,y,z,Magnitude,Row_Mean
FT9,-0.05561380301592204,0.5573217712358106,1.4923129490129088,-0.19935152879616586,1.2697273147138715
C3,0.32396893699361184,1.5320222846266556,-1.3585253743453083,0.6974618964573486,0.3198564188330957
FC5,-1.5525056573810314,-1.6657687418804459,0.4123235324809745,1.4091786257718002,-1.8039523959337092
FT9,-0.9371655665659632,-1.2518382246691027,0.1821121055324906,-0.1372134738686061,-1.2883456548132648
Fz,1.2805093693526315,0.9522158965434814,-1.0256725513134364,0.4855206469455746,0.7825222348930478
F3,-0.02353512219456499,-1.186084224436903,-0.9497034251556974,-0.21821809161397343,-1.3756572774895905
C3,0.3491538319432359,-1.524030290633796,-1.663100011208419,1.385154423504404,-1.8039327884273488
TP9,-0.9246336599010999,-0.7770575576986081,0.37513134502546475,-0.8252880327796103,-0.8549061161443211
TP9,-1.196631656554007,1.3806671270863462,0.7763790828048757,0.47186715666797163,0.5985197617645905
T7,1.0202626864069595,0.7086448220720825,-0.8961835575815054,-0.2825334430892236,0.541301577179808
F7,1.2488892838400456,-0.605930609705325,-1.6753815278745599,1.1778232132323356,-0.6441462407710783
FC5,-0.0714258367014473,1.6888208320899571,-0.5592032347718167,0.025744836150932905,0.6728181502906065
FC1,-1.332963937941458,1.250132126378676,-0.38159352756412557,0.19372737690550582,-0.3107742098871877
FC5,0.7658314351786722,1.4423436663988707,-0.44996984111788896,-0.04510464618874357,1.1279671194626946
TP9,0.724653415810985,-0.4070688511947719,-1.2085135204820734,-0.33572820827330124,-0.5597145019306269
FT9,-1.1117526145726193,1.591317939218748,-0.6955295699284646,0.5926280130583301,-0.1502128607557052
FC5,0.23730028333817665,-0.34326437041331004,-1.6069250621876334,-0.011806672206519094,-1.0887242109435402
F7,0.4532143856254603,-0.5631043227901077,-1.5031235925792994,0.052194719959952396,-1.022672943413497
FT9,-0.5685117730957672,0.2014429686045516,0.3747962702403423,-2.1549448273647682,-0.0012792544203860882
FC1,0.42123771202788435,1.2507946473319858,-1.4706498944843405,0.5203064261235543,0.13235758907606165
Fz,0.9749810305736069,-1.2505655224046306,-1.4111522140483628,1.0974999521177444,-1.0637555027242696
FT9,-0.007212027242273079,1.6264280379865341,-0.14574368519124678,-0.27728660659980975,0.93814235564034
Fp1,1.5790532818374743,-0.5778319779911544,-1.4458003736168747,1.3016809580109403,-0.26603992214319283
C3,0.00418815340341334,-0.5799516136581916,-0.6514747916028029,-1.5941367710060943,-0.7816947856119902
F7,-1.3088168767141009,0.6493802831036728,0.6974689648423853,-0.2588925626709044,0.009879316206587007
FT9,1.1388819806537605,-0.5222633020409343,0.15929187095098366,-0.6230162412978796,0.5068669361113811
FC1,-1.3595885813341517,-1.5323837881190165,1.3150599947467851,1.6674973910841835,-1.018810552164835
FT9,0.564547167308485,0.7246902868840696,0.7529894732908168,-1.0220534871555378,1.3070562344201149
