Electrode,x,y,z,Magnitude,Row_Mean
Fp1,-0.4465233426667624,1.09094148513169,1.3980973869212154,0.36332217689416674,1.297193691417098
C3,-0.6709051529765282,-1.0549753166209592,1.6598350541415436,0.7944605287854534,-0.08441977257660227
TP9,-1.3221741776440896,1.4509928171911795,-0.5800801318603734,0.9566929140591848,-0.22788885624530375
FT9,0.39084943283490875,0.541466711806485,1.3942672455932101,-0.3358448313616001,1.4547054216183197
FC5,-0.4829501606656246,-1.5416415755995168,0.5896929206708005,0.19985244710206412,-0.944858965630241
FC1,-0.23351664038636508,0.666241131308697,0.5859989838378991,-1.4117034742938708,0.651646745684865
C3,1.6247938215513735,0.6990504340080925,-0.7124432379482694,0.36599674083250433,1.0262619885448279
Fz,0.20324727461154435,-1.4694877493493395,0.6325182684350388,-0.07750824027088318,-0.4457889098238198
F7,-0.2035806877733147,-1.2881059799035983,0.9924279004535453,-0.03463074950391528,-0.3579041083201742
FC5,-1.2902850147041864,1.1618397171863604,1.105693178239056,0.8856558479632413,0.6403648301554289
Fp1,-0.12134181871526449,-0.49422722878730757,0.16918854539187497,-2.2127668312385325,-0.2943662734818876
F3,0.8134017678441078,-1.2241918111400893,-1.6687837635741323,1.0681105769834183,-1.3234528825452332
FC1,0.8462207573545341,0.481432112541328,0.3854409722953728,-1.343507962833685,1.076879576703134
FT9,-0.9057137708585757,1.3778253784244396,-1.3727199806575991,1.10699934318084,-0.5053693257211103
T7,1.414667445012484,-0.2650635205088834,-1.2484689133213687,0.3377893783895416,-0.06456177179100389
Fz,-1.28578488040971,-0.6430370971810919,0.6320479869375905,-0.11453631838446689,-0.8288867508287625
TP9,-0.31591687870149715,0.07942671098135198,-1.1404942604920538,-0.8975814866087253,-0.8459342016813103
Fz,-1.522697658599499,-1.3024554082231286,0.7768213229829473,1.0499448262335938,-1.3179934028154325
F7,1.0765700962398994,0.8417713304927207,-1.4413220365704154,0.5887351429886533,0.33102281257992827
FT9,0.6681254890013024,-1.6552204358474367,-1.0231978764529788,0.8070084293506785,-1.2980993468563518
FC1,-0.9230110724973355,-1.2281529233402848,1.0051379710282913,0.39503166261307987,-0.7569930506554351
